id,release_date,movie,production_budget,domestic_gross,worldwide_gross,release_year,studio,foreign_gross,year,genre_ids,popularity,movie_id,runtime_minutes,genres,profit,profit_rate
14,2014-02-07,The Monuments Men,70000000.0,78031620.0,158702748.0,2014,Sony,77000000.0,2014,"[10752, 18, 36, 28]",12.861,tt2177771,118.0,"Comedy,Drama,History",88702748.0,126.71821142857142
15,2016-09-23,Storks,70000000.0,72679278.0,183353431.0,2016,WB,110700000.0,2016,"[12, 16, 35, 10751]",12.101,tt4624424,87.0,"Adventure,Animation,Comedy",113353431.0,161.93347285714285
21,2014-10-10,Dracula Untold,70000000.0,55991880.0,220241723.0,2014,Uni.,160800000.0,2014,"[27, 28, 18, 14, 10752]",29.043000000000006,tt0829150,92.0,"Action,Drama,Fantasy",150241723.0,214.63103285714286
25,2011-01-14,The Dilemma,70000000.0,48475290.0,70546865.0,2011,Uni.,21200000.0,2011,"[35, 18]",9.518,tt1578275,111.0,"Comedy,Drama",546865.0,0.7812357142857143
29,2012-06-15,Rock of Ages,70000000.0,38518613.0,61031932.0,2012,WB (NL),20900000.0,2012,"[35, 18, 10402, 10749]",11.369000000000002,tt1336608,123.0,"Comedy,Drama,Musical",-8968068.0,-12.811525714285715
36,2016-01-29,The Finest Hours,70000000.0,27569558.0,49252761.0,2016,BV,24500000.0,2016,"[28, 18, 36, 53]",12.673,tt2025690,117.0,"Action,Drama,History",-20747239.0,-29.638912857142856
37,2013-10-18,Escape Plan,70000000.0,25135965.0,103735965.0,2013,LG/S,112200000.0,2013,"[28, 53]",17.88,tt1211956,115.0,"Action,Crime,Mystery",33735965.0,48.19423571428572
38,2011-09-23,Killer Elite,70000000.0,25124986.0,65409046.0,2011,ORF,31300000.0,2011,"[28, 12, 53]",15.135,tt1448755,116.0,"Action,Crime,Thriller",-4590954.0,-6.558505714285714
42,2014-01-10,The Legend of Hercules,70000000.0,18848538.0,58953319.0,2014,LG/S,42400000.0,2014,"[28, 12]",13.754,tt1043726,99.0,"Action,Adventure,Fantasy",-11046681.0,-15.780972857142858
47,2015-01-16,Blackhat,70000000.0,8005980.0,19665004.0,2015,Uni.,11600000.0,2015,"[80, 53, 28]",16.824,tt2717822,133.0,"Action,Crime,Thriller",-50334996.0,-71.90713714285715
52,2018-03-02,Red Sparrow,69000000.0,46874505.0,145951861.0,2018,Fox,104700000.0,2018,"[9648, 53]",18.117,tt2873282,140.0,"Action,Drama,Thriller",76951861.0,111.52443623188407
55,2015-06-26,Ted 2,68000000.0,81476385.0,217214143.0,2015,Uni.,135200000.0,2015,[35],17.684,tt2637276,115.0,Comedy,149214143.0,219.4325632352941
57,2011-02-25,Hall Pass,68000000.0,45060734.0,87173475.0,2011,WB (NL),38100000.0,2011,"[35, 10749]",9.984,tt0480687,105.0,"Comedy,Romance",19173475.0,28.19628676470588
62,2017-12-22,Downsizing,68000000.0,24449754.0,54462971.0,2017,Par.,30600000.0,2017,"[35, 18, 878]",10.682,tt1389072,135.0,"Drama,Sci-Fi",-13537029.0,-19.907395588235293
65,2012-06-22,Abraham Lincoln: Vampire Hunter,67500000.0,37519139.0,137489730.0,2012,Fox,79000000.0,2012,"[28, 14, 27]",12.498,tt1611224,105.0,"Action,Fantasy,Horror",69989730.0,103.68848888888888
70,2014-03-14,Need for Speed,66000000.0,43568507.0,194169619.0,2014,BV,159700000.0,2014,"[28, 80, 18, 53]",13.723,tt2369135,132.0,"Action,Crime,Thriller",128169619.0,194.19639242424242
73,2012-11-09,Lincoln,65000000.0,182207973.0,273346281.0,2012,BV,93100000.0,2012,"[36, 18]",12.693,tt0443272,150.0,"Biography,Drama,History",208346281.0,320.53274
73,2012-11-09,Lincoln,65000000.0,182207973.0,273346281.0,2012,BV,93100000.0,2012,"[36, 18]",12.693,tt3784440,17.0,"Biography,Documentary,History",208346281.0,320.53274
77,2018-07-13,Hotel Transylvania 3: Summer Vacation,65000000.0,167500092.0,527079962.0,2018,Sony,361100000.0,2018,"[10751, 14, 35, 16]",26.815,tt5220122,97.0,"Adventure,Animation,Comedy",462079962.0,710.8922492307693
82,2014-12-25,Unbroken,65000000.0,115637895.0,163527824.0,2014,Uni.,47800000.0,2014,"[18, 10752]",12.354,tt10402572,104.0,Drama,98527824.0,151.58126769230768
82,2014-12-25,Unbroken,65000000.0,115637895.0,163527824.0,2014,Uni.,47800000.0,2014,"[18, 10752]",12.354,tt1809398,137.0,"Biography,Drama,Sport",98527824.0,151.58126769230768
96,2012-05-16,The Dictator,65000000.0,59650222.0,180148897.0,2012,Par.,119700000.0,2012,[35],12.592,tt1645170,83.0,Comedy,115148897.0,177.15214923076923
98,2012-02-17,This Means War,65000000.0,54760791.0,156974557.0,2012,Fox,101700000.0,2012,"[28, 35, 10749]",12.017,tt1596350,103.0,"Action,Comedy,Romance",91974557.0,141.49931846153848
4,2012-09-14,Resident Evil: Retribution,65000000.0,42345531.0,240647629.0,2012,SGem,197700000.0,2012,"[28, 27, 878]",1.325,tt1855325,95.0,"Action,Horror,Sci-Fi",175647629.0,270.2271215384616
14,2014-01-24,"I, Frankenstein",65000000.0,19075290.0,74575290.0,2014,LGF,52100000.0,2014,"[27, 53]",12.7,tt1418377,92.0,"Action,Fantasy,Horror",9575290.0,14.731215384615384
27,2011-04-01,Hop,63000000.0,108085305.0,188657593.0,2011,Uni.,75900000.0,2011,"[16, 35, 10751]",14.738,tt1411704,95.0,"Adventure,Animation,Comedy",125657593.0,199.45649682539684
28,2017-09-15,American Assassin,63000000.0,36249674.0,68310140.0,2017,LGF,31000000.0,2017,"[28, 53]",15.434,tt1961175,112.0,"Action,Thriller",5310140.0,8.42879365079365
33,2015-12-25,The Hateful Eight,62000000.0,54117416.0,147864886.0,2015,Wein.,101600000.0,2015,"[80, 18, 9648, 37]",20.681,tt3460252,168.0,"Crime,Drama,Mystery",85864886.0,138.49175161290324
36,2014-10-03,Gone Girl,61000000.0,167767189.0,368567189.0,2014,Fox,201600000.0,2014,"[9648, 53, 18]",31.215,tt2267998,149.0,"Drama,Mystery,Thriller",307567189.0,504.20850655737706
38,2015-09-18,Maze Runner: The Scorch Trials,61000000.0,81697192.0,310566162.0,2015,Fox,230600000.0,2015,"[28, 878, 53]",17.31,tt4046784,131.0,"Action,Sci-Fi,Thriller",249566162.0,409.12485573770493
39,2013-08-02,2 Guns,61000000.0,75612460.0,132493015.0,2013,Uni.,56300000.0,2013,"[28, 35, 80]",14.8,tt1272878,109.0,"Action,Comedy,Crime",71493015.0,117.20166393442624
50,2016-09-09,Sully,60000000.0,125070033.0,238524556.0,2016,WB,115700000.0,2016,"[18, 36]",18.148,tt3263904,96.0,"Biography,Drama",178524556.0,297.5409266666667
68,2012-12-21,Jack Reacher,60000000.0,80070736.0,217370736.0,2012,Par.,138300000.0,2012,"[80, 18, 53, 28]",18.312,tt0790724,130.0,"Action,Crime,Thriller",157370736.0,262.28456
71,2011-09-09,Contagion,60000000.0,75658097.0,137551594.0,2011,WB,59800000.0,2011,"[18, 53, 878]",10.444,tt1598778,106.0,"Action,Drama,Thriller",77551594.0,129.25265666666667
80,2016-03-04,London Has Fallen,60000000.0,62524260.0,195194085.0,2016,Focus,143200000.0,2016,"[28, 53]",15.287,tt3300542,99.0,"Action,Thriller",135194085.0,225.32347499999997
85,2016-10-21,Jack Reacher: Never Go Back,60000000.0,58697076.0,159946489.0,2016,Par.,103400000.0,2016,"[28, 53]",17.085,tt3393786,118.0,"Action,Thriller",99946489.0,166.57748166666667
86,2017-05-25,Baywatch,60000000.0,58060186.0,175863783.0,2017,Par.,119800000.0,2017,"[28, 35]",14.429,tt1469304,116.0,"Action,Comedy,Crime",115863783.0,193.106305
88,2015-12-25,Joy,60000000.0,56451232.0,101134059.0,2015,Fox,44700000.0,2015,"[18, 35]",10.305,tt1465490,75.0,Drama,41134059.0,68.556765
88,2015-12-25,Joy,60000000.0,56451232.0,101134059.0,2015,Fox,44700000.0,2015,"[18, 35]",10.305,tt2327665,53.0,Documentary,41134059.0,68.556765
88,2015-12-25,Joy,60000000.0,56451232.0,101134059.0,2015,Fox,44700000.0,2015,"[18, 35]",10.305,tt2446980,124.0,Drama,41134059.0,68.556765
88,2015-12-25,Joy,60000000.0,56451232.0,101134059.0,2015,Fox,44700000.0,2015,"[18, 35]",10.305,tt6180144,80.0,Drama,41134059.0,68.556765
88,2015-12-25,Joy,60000000.0,56451232.0,101134059.0,2015,Fox,44700000.0,2015,"[18, 35]",10.305,tt8731858,4.0,Documentary,41134059.0,68.556765
88,2015-12-25,Joy,60000000.0,56451232.0,101134059.0,2015,Fox,44700000.0,2015,"[18, 35]",10.305,tt8917752,99.0,Drama,41134059.0,68.556765
89,2012-08-17,ParaNorman,60000000.0,56003051.0,108119662.0,2012,Focus,51100000.0,2012,"[10751, 16, 12, 35]",13.32,tt1623288,92.0,"Adventure,Animation,Comedy",48119662.0,80.19943666666667
94,2014-09-26,The Boxtrolls,60000000.0,50837305.0,111946251.0,2014,Focus,58400000.0,2014,"[16, 35, 10751, 14]",11.219,tt0787474,96.0,"Adventure,Animation,Comedy",51946251.0,86.577085
95,2017-08-04,The Dark Tower,60000000.0,50701325.0,113461527.0,2017,Sony,62500000.0,2017,"[28, 14, 878, 37, 27]",15.517,tt1648190,95.0,"Action,Adventure,Fantasy",53461527.0,89.102545
97,2014-01-17,Jack Ryan: Shadow Recruit,60000000.0,50577412.0,131377412.0,2014,Par.,84900000.0,2014,"[28, 18, 53]",11.061,tt1205537,105.0,"Action,Drama,Thriller",71377412.0,118.96235333333334
100,2018-12-25,Vice,60000000.0,47836282.0,70883171.0,2018,Annapurna,28200000.0,2018,"[53, 878, 28, 12]",14.640999999999998,tt3480796,96.0,"Action,Adventure,Sci-Fi",10883171.0,18.138618333333334
100,2018-12-25,Vice,60000000.0,47836282.0,70883171.0,2018,Annapurna,28200000.0,2018,"[53, 878, 28, 12]",14.640999999999998,tt6266538,132.0,"Biography,Comedy,Drama",10883171.0,18.138618333333334
4,2013-01-11,Gangster Squad,60000000.0,46000903.0,104100903.0,2013,WB,59200000.0,2013,"[80, 18, 28, 53]",13.029000000000002,tt1321870,113.0,"Action,Crime,Drama",44100903.0,73.501505
5,2017-04-07,Smurfs: The Lost Village,60000000.0,45020282.0,197578586.0,2017,Sony,152200000.0,2017,"[12, 16, 35, 10751]",15.663,tt2398241,90.0,"Adventure,Animation,Comedy",137578586.0,229.29764333333333
6,2018-10-12,First Man,60000000.0,44936545.0,105203825.0,2018,Uni.,60800000.0,2018,"[36, 18]",22.958,tt1213641,141.0,"Biography,Drama,History",45203825.0,75.33970833333333
6,2018-10-12,First Man,60000000.0,44936545.0,105203825.0,2018,Uni.,60800000.0,2018,"[36, 18]",22.958,tt7027210,92.0,Documentary,45203825.0,75.33970833333333
18,2012-09-21,Trouble with the Curve,60000000.0,35763137.0,47818913.0,2012,WB,13200000.0,2012,"[18, 10749]",8.548,tt2083383,111.0,"Drama,Sport",-12181087.0,-20.301811666666666
26,2013-08-21,The Mortal Instruments: City of Bones,60000000.0,31165421.0,75965567.0,2013,SGem,64200000.0,2013,"[28, 12, 18, 9648, 10749, 14]",16.484,tt1538403,130.0,"Action,Fantasy,Horror",15965567.0,26.609278333333336
29,2011-05-13,Priest,60000000.0,29136626.0,84154026.0,2011,SGem,49200000.0,2011,"[14, 27]",15.318,tt0822847,87.0,"Action,Adventure,Fantasy",24154026.0,40.25671
47,2017-02-24,Rock Dog,60000000.0,9420546.0,24148488.0,2017,LG/S,,2017,"[12, 16, 35, 10751, 10402]",10.362,tt2822672,90.0,"Adventure,Animation,Comedy",-35851512.0,-59.75252
48,2015-01-23,Mortdecai,60000000.0,7696134.0,30396134.0,2015,LGF,39600000.0,2015,"[35, 12]",13.263,tt3045616,107.0,"Action,Comedy,Crime",-29603866.0,-49.339776666666666
54,2018-03-23,Sherlock Gnomes,59000000.0,43242871.0,87527651.0,2018,Par.,47100000.0,2018,"[10749, 16, 35, 10751, 14, 9648, 12]",12.987,tt2296777,86.0,"Adventure,Animation,Comedy",28527651.0,48.35195084745762
56,2016-02-12,Deadpool,58000000.0,363070709.0,801025593.0,2016,Fox,420000000.0,2016,"[28, 12, 35]",35.067,tt1431045,108.0,"Action,Adventure,Comedy",743025593.0,1281.0786086206897
57,2014-12-25,American Sniper,58000000.0,350126372.0,547326372.0,2014,WB,197300000.0,2014,"[10752, 28]",18.473,tt2179136,133.0,"Action,Biography,Drama",489326372.0,843.6661586206898
58,2015-10-16,Goosebumps,58000000.0,80069458.0,158905324.0,2015,Sony,70100000.0,2015,"[12, 27, 35]",18.957,tt1051904,103.0,"Adventure,Comedy,Family",100905324.0,173.97469655172412
61,2012-01-20,Red Tails,58000000.0,49876377.0,50365498.0,2012,Fox,489000.0,2012,"[18, 28, 12, 36, 10752]",10.247,tt0485985,125.0,"Action,Adventure,Drama",-7634502.0,-13.16293448275862
63,2013-06-07,The Internship,58000000.0,44672764.0,93672764.0,2013,Fox,48800000.0,2013,[35],0.6,tt2234155,119.0,Comedy,35672764.0,61.50476551724138
71,2012-06-15,That's My Boy,57500000.0,36931089.0,58085235.0,2012,Sony,20800000.0,2012,[35],12.817,tt1232200,116.0,Comedy,585235.0,1.0178
73,2012-02-17,Ghost Rider: Spirit of Vengeance,57000000.0,51774002.0,149217355.0,2012,Sony,80800000.0,2012,"[28, 14, 53]",18.678,tt1071875,96.0,"Action,Fantasy,Thriller",92217355.0,161.78483333333332
77,2014-12-25,Into the Woods,56200000.0,128002372.0,213116401.0,2014,BV,85100000.0,2014,"[14, 35]",13.726,tt2180411,125.0,"Adventure,Comedy,Drama",156916401.0,279.21067793594307
84,2018-11-02,Bohemian Rhapsody,55000000.0,216303339.0,894985342.0,2018,Fox,687200000.0,2018,"[18, 10402]",37.197,tt1727824,134.0,"Biography,Drama,Music",839985342.0,1527.2460763636363
91,2017-02-10,Fifty Shades Darker,55000000.0,114434010.0,381398492.0,2017,Uni.,267000000.0,2017,"[18, 10749]",12.083,tt4465564,118.0,"Drama,Romance",326398492.0,593.4518036363636
92,2013-10-11,Captain Phillips,55000000.0,107136417.0,220648184.0,2013,Sony,111700000.0,2013,"[28, 18, 53]",15.483,tt1535109,134.0,"Biography,Drama,Thriller",165648184.0,301.1785163636364
96,2014-09-26,The Equalizer,55000000.0,101530738.0,192903624.0,2014,Sony,90800000.0,2014,"[53, 28, 80]",28.942,tt0455944,132.0,"Action,Crime,Thriller",137903624.0,250.7338618181818
97,2018-02-09,Fifty Shades Freed,55000000.0,100407760.0,371350619.0,2018,Uni.,271500000.0,2018,"[18, 10749]",22.512,tt4477536,105.0,"Drama,Romance,Thriller",316350619.0,575.1829436363637
5,2015-01-16,Paddington,55000000.0,76223578.0,258789097.0,2015,W/Dim.,191800000.0,2015,"[35, 12, 10751]",13.565,tt1109624,95.0,"Adventure,Comedy,Family",203789097.0,370.5256309090909
16,2013-11-01,Free Birds,55000000.0,55750480.0,110387072.0,2013,Rela.,54600000.0,2013,"[16, 35, 10751]",11.062,tt1621039,91.0,"Adventure,Animation,Comedy",55387072.0,100.70376727272728
20,2014-03-21,Muppets Most Wanted,55000000.0,51178893.0,79312301.0,2014,BV,29200000.0,2014,"[35, 12, 80, 10751]",9.118,tt2281587,107.0,"Adventure,Comedy,Crime",24312301.0,44.20418363636364
22,2016-08-19,Kubo and the Two Strings,55000000.0,48023088.0,77548122.0,2016,Focus,21900000.0,2016,"[16, 12, 10751]",13.847,tt4302938,101.0,"Action,Adventure,Animation",22548122.0,40.99658545454545
27,2012-07-27,The Watch,55000000.0,34353000.0,67130045.0,2012,Fox,32900000.0,2012,"[28, 35, 878]",10.228,tt1298649,102.0,"Action,Comedy,Horror",12130045.0,22.054627272727274
33,2015-10-16,Crimson Peak,55000000.0,31090320.0,74966854.0,2015,Uni.,43600000.0,2015,"[18, 14, 27, 9648, 10749, 53]",9.897,tt2554274,119.0,"Drama,Fantasy,Horror",19966854.0,36.30337090909091
42,2013-02-01,Bullet to the Head,55000000.0,9489829.0,22597969.0,2013,WB,,2013,"[28, 80, 53]",17.574,tt1308729,92.0,"Action,Crime,Thriller",-32402031.0,-58.91278363636364
59,2015-09-18,Black Mass,53000000.0,62575678.0,98837872.0,2015,WB,37200000.0,2015,"[18, 80]",14.646,tt1355683,123.0,"Biography,Crime,Drama",45837872.0,86.48655094339622
66,2012-12-19,Zero Dark Thirty,52500000.0,95720716.0,134612435.0,2012,Sony,37100000.0,2012,"[53, 18, 36]",14.239,tt1790885,157.0,"Drama,Thriller",82112435.0,156.4046380952381
72,2011-08-05,The Change-Up,52000000.0,37243418.0,75997067.0,2011,Uni.,38400000.0,2011,[35],12.122,tt1488555,112.0,"Comedy,Fantasy",23997067.0,46.14820576923077
79,2018-08-17,Alpha,51000000.0,35851379.0,99624873.0,2018,Studio 8,62300000.0,2018,[],0.84,tt2121250,116.0,Crime,48624873.0,95.34288823529413
79,2018-08-17,Alpha,51000000.0,35851379.0,99624873.0,2018,Studio 8,62300000.0,2018,[],0.84,tt3166734,80.0,"Drama,Horror,Mystery",48624873.0,95.34288823529413
79,2018-08-17,Alpha,51000000.0,35851379.0,99624873.0,2018,Studio 8,62300000.0,2018,[],0.84,tt4244998,96.0,"Adventure,Drama,Family",48624873.0,95.34288823529413
79,2018-08-17,Alpha,51000000.0,35851379.0,99624873.0,2018,Studio 8,62300000.0,2018,[],0.84,tt6313896,90.0,"Crime,Drama,Fantasy",48624873.0,95.34288823529413
81,2011-03-04,The Adjustment Bureau,50200000.0,62495645.0,126931325.0,2011,Uni.,65400000.0,2011,"[878, 53, 10749]",13.717,tt1385826,106.0,"Romance,Sci-Fi,Thriller",76731325.0,152.8512450199203
84,2012-06-29,Ted,50000000.0,218665740.0,556016627.0,2012,Uni.,330600000.0,2012,"[35, 14]",14.475,tt1637725,106.0,"Comedy,Fantasy",506016627.0,1012.0332539999999
85,2014-06-13,22 Jump Street,50000000.0,191719337.0,331333876.0,2014,Sony,139600000.0,2014,"[80, 35, 28]",11.175999999999998,tt2294449,112.0,"Action,Comedy,Crime",281333876.0,562.6677520000001
91,2016-06-17,Central Intelligence,50000000.0,127440871.0,217194805.0,2016,WB (NL),89500000.0,2016,"[28, 35, 9648]",14.478,tt1489889,107.0,"Action,Comedy,Crime",167194805.0,334.38961
92,2013-12-18,Anchorman 2: The Legend Continues,50000000.0,127352707.0,172185754.0,2013,Par.,46300000.0,2013,[35],12.08,tt1229340,119.0,Comedy,122185754.0,244.371508
93,2011-06-10,Super 8,50000000.0,127004179.0,257972745.0,2011,Par.,133100000.0,2011,"[53, 878, 9648]",14.39,tt1650062,112.0,"Mystery,Sci-Fi,Thriller",207972745.0,415.94549
96,2018-11-21,Creed II,50000000.0,115715889.0,213591522.0,2018,MGM,98300000.0,2018,[18],26.907,tt6343314,130.0,"Drama,Sport",163591522.0,327.183044
97,2018-02-09,Peter Rabbit,50000000.0,115234093.0,347136477.0,2018,Sony,236000000.0,2018,"[16, 12, 10751]",15.974,tt5117670,95.0,"Adventure,Animation,Comedy",297136477.0,594.272954
100,2018-12-14,The Mule,50000000.0,103804407.0,170857676.0,2018,WB,68700000.0,2018,"[80, 35]",6.1610000000000005,tt0804509,100.0,"Comedy,Drama",120857676.0,241.715352
100,2018-12-14,The Mule,50000000.0,103804407.0,170857676.0,2018,WB,68700000.0,2018,"[80, 35]",6.1610000000000005,tt2130270,103.0,"Comedy,Crime,Drama",120857676.0,241.715352
100,2018-12-14,The Mule,50000000.0,103804407.0,170857676.0,2018,WB,68700000.0,2018,"[80, 35]",6.1610000000000005,tt7959026,116.0,"Crime,Drama,Thriller",120857676.0,241.715352
2,2014-02-28,Non-Stop,50000000.0,91742160.0,222383055.0,2014,Uni.,130600000.0,2014,"[10770, 18, 9648, 53]",2.264,tt2024469,106.0,"Action,Mystery,Thriller",172383055.0,344.76610999999997
7,2017-07-28,The Emoji Movie,50000000.0,86089513.0,216562312.0,2017,Sony,131699999.0,2017,"[16, 10751, 35]",14.88,tt4877122,86.0,"Adventure,Animation,Comedy",166562312.0,333.124624
9,2017-12-22,The Post,50000000.0,81903458.0,179748880.0,2017,Fox,97900000.0,2017,"[18, 36]",15.550999999999998,tt6294822,116.0,"Biography,Drama,History",129748880.0,259.49775999999997
14,2011-12-23,We Bought a Zoo,50000000.0,75624550.0,118729073.0,2011,Fox,44500000.0,2011,"[18, 35, 10751]",9.931,tt1389137,124.0,"Comedy,Drama,Family",68729073.0,137.458146
15,2011-09-23,Moneyball,50000000.0,75605492.0,111300835.0,2011,Sony,34600000.0,2011,[18],15.393,tt1210166,133.0,"Biography,Drama,Sport",61300835.0,122.60167
26,2012-04-06,American Reunion,50000000.0,56758835.0,236799211.0,2012,Uni.,178000000.0,2012,[35],17.199,tt1605630,113.0,Comedy,186799211.0,373.598422
32,2017-09-29,American Made,50000000.0,51342000.0,135569212.0,2017,Uni.,83500000.0,2017,"[28, 80]",16.748,tt3532216,115.0,"Action,Biography,Comedy",85569212.0,171.138424
41,2014-10-10,The Judge,50000000.0,47119388.0,76119388.0,2014,WB,37300000.0,2014,[18],16.464000000000002,tt1872194,141.0,"Crime,Drama",26119388.0,52.238776
41,2014-10-10,The Judge,50000000.0,47119388.0,76119388.0,2014,WB,37300000.0,2014,[18],16.464000000000002,tt6246092,76.0,Documentary,26119388.0,52.238776
45,2016-08-19,War Dogs,50000000.0,43034523.0,86234503.0,2016,WB,43200000.0,2016,"[35, 80, 18]",10.654000000000002,tt2005151,114.0,"Comedy,Crime,Drama",36234503.0,72.46900600000001
56,2016-05-20,The Nice Guys,50000000.0,36261763.0,59596747.0,2016,WB,26500000.0,2016,"[35, 80, 9648]",13.743,tt3799694,116.0,"Action,Comedy,Crime",9596747.0,19.193494
64,2016-02-12,Zoolander 2,50000000.0,28848693.0,55348693.0,2016,Par.,27900000.0,2016,[35],12.997,tt1608290,101.0,Comedy,5348693.0,10.697386
70,2015-03-13,Run All Night,50000000.0,26461644.0,66961644.0,2015,WB,45200000.0,2015,"[28, 18, 53]",17.592,tt2199571,114.0,"Action,Drama,Thriller",16961644.0,33.923288
78,2011-04-08,Your Highness,50000000.0,21596445.0,26121638.0,2011,Uni.,3300000.0,2011,"[14, 18, 28, 35, 878]",0.6,tt1240982,102.0,"Adventure,Comedy,Fantasy",-23878362.0,-47.756724
79,2016-09-16,Snowden,50000000.0,21587519.0,35380918.0,2016,ORF,15700000.0,2016,"[18, 36, 80, 53]",13.703,tt3774114,134.0,"Biography,Drama,Thriller",-14619082.0,-29.238164
80,2011-09-30,Dream House,50000000.0,21302340.0,41642166.0,2011,Uni.,17200000.0,2011,"[18, 53, 9648]",9.047,tt1462041,84.0,"Drama,Mystery,Thriller",-8357834.0,-16.715668
81,2016-06-24,Free State of Jones,50000000.0,20810036.0,23237252.0,2016,STX,4200000.0,2016,"[28, 18, 36, 10752]",8.574,tt1124037,139.0,"Action,Biography,Drama",-26762748.0,-53.525496
91,2011-02-25,Drive Angry,50000000.0,10721033.0,41042583.0,2011,Sum.,18200000.0,2011,"[14, 53, 28, 80]",14.095999999999998,tt1502404,104.0,"Action,Fantasy,Thriller",-8957417.0,-17.914834
98,2018-02-16,Early Man,50000000.0,8267544.0,45285890.0,2018,LGF,46400000.0,2018,"[10751, 35, 16, 12]",16.675,tt4701724,89.0,"Adventure,Animation,Comedy",-4714110.0,-9.42822
2,2015-04-17,Child 44,50000000.0,1224330.0,8004221.0,2015,LG/S,11700000.0,2015,"[80, 53]",26.386,tt1014763,137.0,"Crime,Drama,History",-41995779.0,-83.991558
4,2013-03-15,Upside Down,50000000.0,102118.0,26387039.0,2013,MNE,8000000.0,2013,"[10749, 878, 18, 14]",12.454,tt1374992,109.0,"Drama,Fantasy,Romance",-23612961.0,-47.225922
4,2013-03-15,Upside Down,50000000.0,102118.0,26387039.0,2013,MNE,8000000.0,2013,"[10749, 878, 18, 14]",12.454,tt2105043,81.0,Drama,-23612961.0,-47.225922
4,2013-03-15,Upside Down,50000000.0,102118.0,26387039.0,2013,MNE,8000000.0,2013,"[10749, 878, 18, 14]",12.454,tt5105628,70.0,"Biography,Documentary,Family",-23612961.0,-47.225922
5,2015-10-02,Shanghai,50000000.0,46425.0,15505922.0,2015,Wein.,9200000.0,2015,"[18, 9648, 10749]",6.824,tt1092634,105.0,"Crime,Drama,Mystery",-34494078.0,-68.988156
5,2015-10-02,Shanghai,50000000.0,46425.0,15505922.0,2015,Wein.,9200000.0,2015,"[18, 9648, 10749]",6.824,tt2072227,120.0,"Crime,Mystery,Thriller",-34494078.0,-68.988156
5,2015-10-02,Shanghai,50000000.0,46425.0,15505922.0,2015,Wein.,9200000.0,2015,"[18, 9648, 10749]",6.824,tt5424576,120.0,Drama,-34494078.0,-68.988156
11,2015-03-06,Chappie,49000000.0,31569268.0,105002056.0,2015,Sony,70500000.0,2015,"[80, 28, 878]",24.52,tt1823672,120.0,"Action,Crime,Drama",56002056.0,114.28991020408164
13,2012-11-16,Anna Karenina,49000000.0,12816367.0,71004627.0,2012,Focus,56100000.0,2012,"[18, 10749]",9.987,tt1781769,129.0,"Drama,Romance",22004627.0,44.90740204081632
18,2015-01-09,Taken 3,48000000.0,89256424.0,327656424.0,2015,Fox,237200000.0,2015,"[53, 28]",27.679,tt2446042,108.0,"Action,Thriller",279656424.0,582.6175499999999
20,2018-11-16,Instant Family,48000000.0,67363237.0,119736188.0,2018,Par.,53200000.0,2018,"[35, 18]",22.634,tt7401588,118.0,"Comedy,Drama",71736188.0,149.45039166666666
32,2016-07-13,The Infiltrator,47500000.0,15436808.0,20718104.0,2016,BG,,2016,"[80, 18, 53]",9.588,tt1355631,127.0,"Biography,Crime,Drama",-26781896.0,-56.38293894736842
34,2016-11-11,Arrival,47000000.0,100546139.0,203127894.0,2016,Par.,102800000.0,2016,"[18, 878, 9648]",25.442,tt2543164,116.0,"Drama,Mystery,Sci-Fi",156127894.0,332.1870085106383
48,2013-09-20,Prisoners,46000000.0,61002302.0,113402302.0,2013,WB,61100000.0,2013,"[18, 53, 80]",14.358,tt1392214,153.0,"Crime,Drama,Mystery",67402302.0,146.52674347826087
54,2012-10-05,Taken 2,45000000.0,139854287.0,377807404.0,2012,Fox,236300000.0,2012,"[28, 80, 53]",16.078,tt1397280,92.0,"Action,Thriller",332807404.0,739.572008888889
58,2017-12-22,Pitch Perfect 3,45000000.0,104897530.0,185736412.0,2017,Uni.,80500000.0,2017,"[35, 10402]",14.89,tt4765284,93.0,"Comedy,Music",140736412.0,312.7475822222222
64,2011-11-23,The Muppets,45000000.0,88625922.0,160971922.0,2011,BV,76600000.0,2011,"[35, 10751, 10402]",11.324000000000002,tt1204342,103.0,"Adventure,Comedy,Family",115971922.0,257.7153822222222
68,2016-10-07,The Girl on the Train,45000000.0,75395035.0,174278214.0,2016,Strand,97100.0,2010,[53],1.595,tt2387589,80.0,Thriller,129278214.0,287.28492
68,2016-10-07,The Girl on the Train,45000000.0,75395035.0,174278214.0,2016,Strand,97100.0,2010,[53],1.595,tt3631112,112.0,"Crime,Drama,Mystery",129278214.0,287.28492
81,2016-12-09,Office Christmas Party,45000000.0,54767494.0,91323299.0,2016,Par.,59700000.0,2016,[35],10.729,tt1711525,105.0,Comedy,46323299.0,102.94066444444445
90,2014-05-23,Blended,45000000.0,46290741.0,127990741.0,2014,WB,81700000.0,2014,[35],10.613,tt1086772,117.0,"Comedy,Romance",82990741.0,184.42386888888888
91,2017-06-16,All Eyez on Me,45000000.0,44922302.0,54876855.0,2017,LG/S,,2017,"[18, 10402]",7.249,tt1666185,139.0,"Biography,Drama,Music",9876855.0,21.948566666666665
